INFO:run:CONFIGURATION: {
  "weight_decay": 0, 
  "nlayers": 1, 
  "clip": 0.5, 
  "emsize": 50, 
  "nhid": 50, 
  "batch_size": 20, 
  "results": "results/20170329-185950-03.txt", 
  "epochs": 20, 
  "logfile": "logs/20170329-185950-03.txt", 
  "seed": 1111, 
  "lr": 20, 
  "log_interval": 20, 
  "experiment_id": "20170329-185950-03", 
  "sequence_length": 20, 
  "model": "LSTM", 
  "save": "models/20170329-185950-03.pt", 
  "data": "./data/penn", 
  "momentum": 0.05
}
INFO:run:rng state: 
  87
   4
   0
 ⋮  
   0
   0
   0
[torch.ByteTensor of size 5048]

INFO:run:| epoch   1 |    20/ 2323 batches | lr 20.00 | ms/batch 108.97 | loss  8.19 | ppl  3620.21
INFO:run:| epoch   1 |    40/ 2323 batches | lr 20.00 | ms/batch 103.40 | loss  7.12 | ppl  1240.37
INFO:run:| epoch   1 |    60/ 2323 batches | lr 20.00 | ms/batch 104.46 | loss  6.84 | ppl   932.89
INFO:run:| epoch   1 |    80/ 2323 batches | lr 20.00 | ms/batch 104.12 | loss  6.79 | ppl   886.80
INFO:run:| epoch   1 |   100/ 2323 batches | lr 20.00 | ms/batch 101.81 | loss  6.58 | ppl   719.30
INFO:run:| epoch   1 |   120/ 2323 batches | lr 20.00 | ms/batch 101.89 | loss  6.35 | ppl   570.54
INFO:run:| epoch   1 |   140/ 2323 batches | lr 20.00 | ms/batch 106.01 | loss  6.34 | ppl   568.36
INFO:run:| epoch   1 |   160/ 2323 batches | lr 20.00 | ms/batch 105.94 | loss  6.19 | ppl   489.49
INFO:run:| epoch   1 |   180/ 2323 batches | lr 20.00 | ms/batch 106.75 | loss  6.04 | ppl   421.26
INFO:run:| epoch   1 |   200/ 2323 batches | lr 20.00 | ms/batch 106.71 | loss  6.16 | ppl   472.33
INFO:run:| epoch   1 |   220/ 2323 batches | lr 20.00 | ms/batch 106.78 | loss  6.05 | ppl   425.07
INFO:run:| epoch   1 |   240/ 2323 batches | lr 20.00 | ms/batch 106.70 | loss  6.07 | ppl   431.20
INFO:run:| epoch   1 |   260/ 2323 batches | lr 20.00 | ms/batch 107.03 | loss  6.08 | ppl   436.42
INFO:run:| epoch   1 |   280/ 2323 batches | lr 20.00 | ms/batch 106.76 | loss  6.01 | ppl   406.88
INFO:run:| epoch   1 |   300/ 2323 batches | lr 20.00 | ms/batch 106.96 | loss  6.08 | ppl   435.57
INFO:run:| epoch   1 |   320/ 2323 batches | lr 20.00 | ms/batch 107.31 | loss  6.01 | ppl   408.42
INFO:run:| epoch   1 |   340/ 2323 batches | lr 20.00 | ms/batch 106.59 | loss  5.94 | ppl   381.17
INFO:run:| epoch   1 |   360/ 2323 batches | lr 20.00 | ms/batch 105.71 | loss  5.84 | ppl   344.76
INFO:run:| epoch   1 |   380/ 2323 batches | lr 20.00 | ms/batch 106.99 | loss  5.89 | ppl   360.99
INFO:run:| epoch   1 |   400/ 2323 batches | lr 20.00 | ms/batch 105.62 | loss  5.85 | ppl   346.27
INFO:run:| epoch   1 |   420/ 2323 batches | lr 20.00 | ms/batch 107.34 | loss  5.76 | ppl   316.94
INFO:run:| epoch   1 |   440/ 2323 batches | lr 20.00 | ms/batch 105.43 | loss  5.82 | ppl   337.06
INFO:run:| epoch   1 |   460/ 2323 batches | lr 20.00 | ms/batch 106.75 | loss  5.84 | ppl   345.30
INFO:run:| epoch   1 |   480/ 2323 batches | lr 20.00 | ms/batch 106.78 | loss  5.89 | ppl   360.02
INFO:run:| epoch   1 |   500/ 2323 batches | lr 20.00 | ms/batch 105.73 | loss  5.76 | ppl   318.51
INFO:run:| epoch   1 |   520/ 2323 batches | lr 20.00 | ms/batch 106.27 | loss  5.69 | ppl   297.23
INFO:run:| epoch   1 |   540/ 2323 batches | lr 20.00 | ms/batch 105.99 | loss  5.65 | ppl   283.60
INFO:run:| epoch   1 |   560/ 2323 batches | lr 20.00 | ms/batch 105.06 | loss  5.47 | ppl   238.18
INFO:run:| epoch   1 |   580/ 2323 batches | lr 20.00 | ms/batch 107.03 | loss  5.64 | ppl   280.89
INFO:run:| epoch   1 |   600/ 2323 batches | lr 20.00 | ms/batch 105.56 | loss  5.84 | ppl   344.96
INFO:run:| epoch   1 |   620/ 2323 batches | lr 20.00 | ms/batch 103.21 | loss  5.90 | ppl   365.12
INFO:run:| epoch   1 |   640/ 2323 batches | lr 20.00 | ms/batch 97.99 | loss  5.52 | ppl   249.09
INFO:run:| epoch   1 |   660/ 2323 batches | lr 20.00 | ms/batch 104.40 | loss  5.61 | ppl   273.35
INFO:run:| epoch   1 |   680/ 2323 batches | lr 20.00 | ms/batch 104.69 | loss  5.59 | ppl   268.02
INFO:run:| epoch   1 |   700/ 2323 batches | lr 20.00 | ms/batch 104.61 | loss  5.66 | ppl   287.43
INFO:run:| epoch   1 |   720/ 2323 batches | lr 20.00 | ms/batch 104.47 | loss  5.54 | ppl   255.73
INFO:run:| epoch   1 |   740/ 2323 batches | lr 20.00 | ms/batch 103.99 | loss  5.67 | ppl   288.64
INFO:run:| epoch   1 |   760/ 2323 batches | lr 20.00 | ms/batch 104.69 | loss  5.58 | ppl   265.68
INFO:run:| epoch   1 |   780/ 2323 batches | lr 20.00 | ms/batch 104.61 | loss  5.53 | ppl   252.82
INFO:run:| epoch   1 |   800/ 2323 batches | lr 20.00 | ms/batch 104.18 | loss  5.58 | ppl   265.23
INFO:run:| epoch   1 |   820/ 2323 batches | lr 20.00 | ms/batch 104.66 | loss  5.62 | ppl   276.97
INFO:run:| epoch   1 |   840/ 2323 batches | lr 20.00 | ms/batch 104.80 | loss  5.46 | ppl   234.01
INFO:run:| epoch   1 |   860/ 2323 batches | lr 20.00 | ms/batch 105.39 | loss  5.51 | ppl   247.19
INFO:run:| epoch   1 |   880/ 2323 batches | lr 20.00 | ms/batch 104.58 | loss  5.70 | ppl   300.02
INFO:run:| epoch   1 |   900/ 2323 batches | lr 20.00 | ms/batch 104.87 | loss  5.56 | ppl   261.11
INFO:run:| epoch   1 |   920/ 2323 batches | lr 20.00 | ms/batch 105.03 | loss  5.47 | ppl   236.36
INFO:run:| epoch   1 |   940/ 2323 batches | lr 20.00 | ms/batch 100.64 | loss  5.58 | ppl   265.13
INFO:run:| epoch   1 |   960/ 2323 batches | lr 20.00 | ms/batch 104.71 | loss  5.57 | ppl   263.74
INFO:run:| epoch   1 |   980/ 2323 batches | lr 20.00 | ms/batch 107.47 | loss  5.45 | ppl   232.05
INFO:run:| epoch   1 |  1000/ 2323 batches | lr 20.00 | ms/batch 108.80 | loss  5.37 | ppl   214.43
INFO:run:| epoch   1 |  1020/ 2323 batches | lr 20.00 | ms/batch 106.34 | loss  5.49 | ppl   242.21
INFO:run:| epoch   1 |  1040/ 2323 batches | lr 20.00 | ms/batch 106.58 | loss  5.66 | ppl   286.22
INFO:run:| epoch   1 |  1060/ 2323 batches | lr 20.00 | ms/batch 107.61 | loss  5.63 | ppl   279.77
INFO:run:| epoch   1 |  1080/ 2323 batches | lr 20.00 | ms/batch 106.95 | loss  5.58 | ppl   265.39
