INFO:run:CONFIGURATION: {
  "nlayers": 2, 
  "clip": 0.5, 
  "emsize": 50, 
  "nhid": 50, 
  "batch_size": 20, 
  "results": "results/20170327-103500-01.txt", 
  "epochs": 20, 
  "logfile": "logs/20170327-103500-01.txt", 
  "seed": 1111, 
  "lr": 20, 
  "log_interval": 20, 
  "experiment_id": "20170327-103500-01", 
  "sequence_length": 20, 
  "model": "LSTM", 
  "save": "models/20170327-103500-01.pt", 
  "data": "./data/penn"
}
INFO:run:rng state: 
  87
   4
   0
 ⋮  
   0
   0
   0
[torch.ByteTensor of size 5048]

INFO:run:| epoch   1 |    20/ 2323 batches | lr 20.00 | ms/batch 113.87 | loss  8.22 | ppl  3705.37
INFO:run:| epoch   1 |    40/ 2323 batches | lr 20.00 | ms/batch 107.52 | loss  7.19 | ppl  1322.64
INFO:run:| epoch   1 |    60/ 2323 batches | lr 20.00 | ms/batch 107.78 | loss  6.94 | ppl  1035.40
INFO:run:| epoch   1 |    80/ 2323 batches | lr 20.00 | ms/batch 108.99 | loss  6.87 | ppl   963.84
INFO:run:| epoch   1 |   100/ 2323 batches | lr 20.00 | ms/batch 107.85 | loss  6.77 | ppl   874.20
INFO:run:| epoch   1 |   120/ 2323 batches | lr 20.00 | ms/batch 108.15 | loss  6.60 | ppl   737.54
INFO:run:| epoch   1 |   140/ 2323 batches | lr 20.00 | ms/batch 108.75 | loss  6.60 | ppl   735.02
INFO:run:| epoch   1 |   160/ 2323 batches | lr 20.00 | ms/batch 107.88 | loss  6.49 | ppl   655.33
INFO:run:| epoch   1 |   180/ 2323 batches | lr 20.00 | ms/batch 108.60 | loss  6.37 | ppl   584.96
INFO:run:| epoch   1 |   200/ 2323 batches | lr 20.00 | ms/batch 108.73 | loss  6.45 | ppl   634.71
INFO:run:| epoch   1 |   220/ 2323 batches | lr 20.00 | ms/batch 103.72 | loss  6.36 | ppl   579.14
INFO:run:| epoch   1 |   240/ 2323 batches | lr 20.00 | ms/batch 105.39 | loss  6.37 | ppl   585.15
INFO:run:| epoch   1 |   260/ 2323 batches | lr 20.00 | ms/batch 109.26 | loss  6.37 | ppl   582.19
INFO:run:| epoch   1 |   280/ 2323 batches | lr 20.00 | ms/batch 110.71 | loss  6.29 | ppl   541.25
INFO:run:| epoch   1 |   300/ 2323 batches | lr 20.00 | ms/batch 111.27 | loss  6.33 | ppl   560.17
INFO:run:| epoch   1 |   320/ 2323 batches | lr 20.00 | ms/batch 108.26 | loss  6.27 | ppl   529.11
INFO:run:| epoch   1 |   340/ 2323 batches | lr 20.00 | ms/batch 110.25 | loss  6.19 | ppl   489.90
INFO:run:| epoch   1 |   360/ 2323 batches | lr 20.00 | ms/batch 109.95 | loss  6.10 | ppl   445.67
INFO:run:| epoch   1 |   380/ 2323 batches | lr 20.00 | ms/batch 110.29 | loss  6.14 | ppl   464.49
INFO:run:| epoch   1 |   400/ 2323 batches | lr 20.00 | ms/batch 109.64 | loss  6.09 | ppl   441.92
INFO:run:| epoch   1 |   420/ 2323 batches | lr 20.00 | ms/batch 109.68 | loss  6.01 | ppl   406.88
INFO:run:| epoch   1 |   440/ 2323 batches | lr 20.00 | ms/batch 109.10 | loss  6.06 | ppl   429.50
INFO:run:| epoch   1 |   460/ 2323 batches | lr 20.00 | ms/batch 109.47 | loss  6.09 | ppl   442.61
INFO:run:| epoch   1 |   480/ 2323 batches | lr 20.00 | ms/batch 109.43 | loss  6.12 | ppl   453.56
INFO:run:| epoch   1 |   500/ 2323 batches | lr 20.00 | ms/batch 109.30 | loss  6.00 | ppl   402.39
INFO:run:| epoch   1 |   520/ 2323 batches | lr 20.00 | ms/batch 108.61 | loss  5.91 | ppl   369.17
INFO:run:| epoch   1 |   540/ 2323 batches | lr 20.00 | ms/batch 109.99 | loss  5.86 | ppl   350.48
INFO:run:| epoch   1 |   560/ 2323 batches | lr 20.00 | ms/batch 109.39 | loss  5.73 | ppl   308.26
INFO:run:| epoch   1 |   580/ 2323 batches | lr 20.00 | ms/batch 110.09 | loss  5.85 | ppl   347.63
INFO:run:| epoch   1 |   600/ 2323 batches | lr 20.00 | ms/batch 110.18 | loss  6.04 | ppl   419.35
INFO:run:| epoch   1 |   620/ 2323 batches | lr 20.00 | ms/batch 107.47 | loss  6.09 | ppl   439.91
INFO:run:| epoch   1 |   640/ 2323 batches | lr 20.00 | ms/batch 108.45 | loss  5.74 | ppl   310.33
INFO:run:| epoch   1 |   660/ 2323 batches | lr 20.00 | ms/batch 110.22 | loss  5.85 | ppl   346.65
INFO:run:| epoch   1 |   680/ 2323 batches | lr 20.00 | ms/batch 110.10 | loss  5.80 | ppl   330.09
INFO:run:| epoch   1 |   700/ 2323 batches | lr 20.00 | ms/batch 109.44 | loss  5.85 | ppl   347.27
INFO:run:| epoch   1 |   720/ 2323 batches | lr 20.00 | ms/batch 110.44 | loss  5.76 | ppl   316.62
INFO:run:| epoch   1 |   740/ 2323 batches | lr 20.00 | ms/batch 110.17 | loss  5.86 | ppl   351.45
INFO:run:| epoch   1 |   760/ 2323 batches | lr 20.00 | ms/batch 109.59 | loss  5.77 | ppl   319.71
INFO:run:| epoch   1 |   780/ 2323 batches | lr 20.00 | ms/batch 102.47 | loss  5.73 | ppl   306.58
