INFO:run:CONFIGURATION: {
  "weight_decay": 0, 
  "nlayers": 6, 
  "clip": 0.5, 
  "emsize": 50, 
  "nhid": 50, 
  "batch_size": 20, 
  "results": "results/20170329-104938-04.txt", 
  "epochs": 20, 
  "logfile": "logs/20170329-104938-04.txt", 
  "seed": 1111, 
  "lr": 0.01, 
  "log_interval": 20, 
  "experiment_id": "20170329-104938-04", 
  "sequence_length": 20, 
  "model": "LSTM", 
  "save": "models/20170329-104938-04.pt", 
  "data": "./data/penn", 
  "momentum": 0
}
INFO:run:rng state: 
  87
   4
   0
 ⋮  
   0
   0
   0
[torch.ByteTensor of size 5048]

INFO:run:| epoch   1 |    20/ 2323 batches | lr 0.01 | ms/batch 149.38 | loss  9.67 | ppl 15828.66
INFO:run:| epoch   1 |    40/ 2323 batches | lr 0.01 | ms/batch 137.01 | loss  9.21 | ppl  9963.24
INFO:run:| epoch   1 |    60/ 2323 batches | lr 0.01 | ms/batch 140.08 | loss  9.20 | ppl  9936.08
INFO:run:| epoch   1 |    80/ 2323 batches | lr 0.01 | ms/batch 142.85 | loss  9.20 | ppl  9913.57
INFO:run:| epoch   1 |   100/ 2323 batches | lr 0.01 | ms/batch 135.69 | loss  9.20 | ppl  9890.80
INFO:run:| epoch   1 |   120/ 2323 batches | lr 0.01 | ms/batch 135.58 | loss  9.20 | ppl  9863.98
INFO:run:| epoch   1 |   140/ 2323 batches | lr 0.01 | ms/batch 139.72 | loss  9.20 | ppl  9849.57
INFO:run:| epoch   1 |   160/ 2323 batches | lr 0.01 | ms/batch 140.89 | loss  9.19 | ppl  9817.97
INFO:run:| epoch   1 |   180/ 2323 batches | lr 0.01 | ms/batch 138.60 | loss  9.19 | ppl  9793.41
INFO:run:| epoch   1 |   200/ 2323 batches | lr 0.01 | ms/batch 141.64 | loss  9.19 | ppl  9772.22
INFO:run:| epoch   1 |   220/ 2323 batches | lr 0.01 | ms/batch 139.51 | loss  9.19 | ppl  9750.28
INFO:run:| epoch   1 |   240/ 2323 batches | lr 0.01 | ms/batch 137.22 | loss  9.18 | ppl  9722.06
INFO:run:| epoch   1 |   260/ 2323 batches | lr 0.01 | ms/batch 143.23 | loss  9.18 | ppl  9694.17
INFO:run:| epoch   1 |   280/ 2323 batches | lr 0.01 | ms/batch 140.43 | loss  9.18 | ppl  9668.06
INFO:run:| epoch   1 |   300/ 2323 batches | lr 0.01 | ms/batch 135.18 | loss  9.18 | ppl  9655.32
INFO:run:| epoch   1 |   320/ 2323 batches | lr 0.01 | ms/batch 139.82 | loss  9.17 | ppl  9628.04
INFO:run:| epoch   1 |   340/ 2323 batches | lr 0.01 | ms/batch 143.34 | loss  9.17 | ppl  9593.80
INFO:run:| epoch   1 |   360/ 2323 batches | lr 0.01 | ms/batch 133.17 | loss  9.17 | ppl  9565.32
INFO:run:| epoch   1 |   380/ 2323 batches | lr 0.01 | ms/batch 141.19 | loss  9.17 | ppl  9557.87
INFO:run:| epoch   1 |   400/ 2323 batches | lr 0.01 | ms/batch 143.85 | loss  9.16 | ppl  9527.32
INFO:run:| epoch   1 |   420/ 2323 batches | lr 0.01 | ms/batch 133.81 | loss  9.16 | ppl  9512.78
INFO:run:| epoch   1 |   440/ 2323 batches | lr 0.01 | ms/batch 145.20 | loss  9.16 | ppl  9501.39
INFO:run:| epoch   1 |   460/ 2323 batches | lr 0.01 | ms/batch 143.88 | loss  9.16 | ppl  9480.06
