INFO:run:CONFIGURATION: {
  "weight_decay": 0, 
  "nlayers": 1, 
  "clip": 0.5, 
  "emsize": 50, 
  "nhid": 50, 
  "batch_size": 20, 
  "results": "results/20170329-185934-00.txt", 
  "epochs": 20, 
  "logfile": "logs/20170329-185934-00.txt", 
  "seed": 1111, 
  "lr": 10, 
  "log_interval": 20, 
  "experiment_id": "20170329-185934-00", 
  "sequence_length": 20, 
  "model": "LSTM", 
  "save": "models/20170329-185934-00.pt", 
  "data": "./data/penn", 
  "momentum": 0
}
INFO:run:rng state: 
  87
   4
   0
 ⋮  
   0
   0
   0
[torch.ByteTensor of size 5048]

INFO:run:| epoch   1 |    20/ 2323 batches | lr 10.00 | ms/batch 83.33 | loss  8.61 | ppl  5476.72
INFO:run:| epoch   1 |    40/ 2323 batches | lr 10.00 | ms/batch 80.01 | loss  7.42 | ppl  1675.63
INFO:run:| epoch   1 |    60/ 2323 batches | lr 10.00 | ms/batch 78.97 | loss  7.13 | ppl  1250.95
INFO:run:| epoch   1 |    80/ 2323 batches | lr 10.00 | ms/batch 79.13 | loss  7.06 | ppl  1164.73
INFO:run:| epoch   1 |   100/ 2323 batches | lr 10.00 | ms/batch 79.14 | loss  6.93 | ppl  1025.36
INFO:run:| epoch   1 |   120/ 2323 batches | lr 10.00 | ms/batch 79.01 | loss  6.73 | ppl   841.16
INFO:run:| epoch   1 |   140/ 2323 batches | lr 10.00 | ms/batch 83.05 | loss  6.70 | ppl   809.58
INFO:run:| epoch   1 |   160/ 2323 batches | lr 10.00 | ms/batch 82.06 | loss  6.51 | ppl   670.03
INFO:run:| epoch   1 |   180/ 2323 batches | lr 10.00 | ms/batch 89.80 | loss  6.36 | ppl   576.07
INFO:run:| epoch   1 |   200/ 2323 batches | lr 10.00 | ms/batch 89.69 | loss  6.40 | ppl   599.57
INFO:run:| epoch   1 |   220/ 2323 batches | lr 10.00 | ms/batch 89.21 | loss  6.33 | ppl   560.57
INFO:run:| epoch   1 |   240/ 2323 batches | lr 10.00 | ms/batch 89.11 | loss  6.31 | ppl   551.00
INFO:run:| epoch   1 |   260/ 2323 batches | lr 10.00 | ms/batch 89.98 | loss  6.30 | ppl   545.71
INFO:run:| epoch   1 |   280/ 2323 batches | lr 10.00 | ms/batch 90.39 | loss  6.25 | ppl   517.16
INFO:run:| epoch   1 |   300/ 2323 batches | lr 10.00 | ms/batch 90.09 | loss  6.27 | ppl   527.07
INFO:run:| epoch   1 |   320/ 2323 batches | lr 10.00 | ms/batch 88.38 | loss  6.23 | ppl   510.29
INFO:run:| epoch   1 |   340/ 2323 batches | lr 10.00 | ms/batch 89.86 | loss  6.14 | ppl   465.36
INFO:run:| epoch   1 |   360/ 2323 batches | lr 10.00 | ms/batch 90.26 | loss  6.06 | ppl   429.46
INFO:run:| epoch   1 |   380/ 2323 batches | lr 10.00 | ms/batch 89.91 | loss  6.08 | ppl   437.27
INFO:run:| epoch   1 |   400/ 2323 batches | lr 10.00 | ms/batch 90.02 | loss  6.04 | ppl   420.60
INFO:run:| epoch   1 |   420/ 2323 batches | lr 10.00 | ms/batch 89.79 | loss  5.96 | ppl   387.94
INFO:run:| epoch   1 |   440/ 2323 batches | lr 10.00 | ms/batch 89.15 | loss  6.01 | ppl   407.77
INFO:run:| epoch   1 |   460/ 2323 batches | lr 10.00 | ms/batch 89.94 | loss  6.04 | ppl   418.29
INFO:run:| epoch   1 |   480/ 2323 batches | lr 10.00 | ms/batch 89.80 | loss  6.07 | ppl   433.34
INFO:run:| epoch   1 |   500/ 2323 batches | lr 10.00 | ms/batch 89.14 | loss  5.95 | ppl   382.54
INFO:run:| epoch   1 |   520/ 2323 batches | lr 10.00 | ms/batch 89.80 | loss  5.86 | ppl   349.93
INFO:run:| epoch   1 |   540/ 2323 batches | lr 10.00 | ms/batch 88.77 | loss  5.81 | ppl   332.33
INFO:run:| epoch   1 |   560/ 2323 batches | lr 10.00 | ms/batch 90.65 | loss  5.69 | ppl   295.93
INFO:run:| epoch   1 |   580/ 2323 batches | lr 10.00 | ms/batch 89.39 | loss  5.82 | ppl   338.51
INFO:run:| epoch   1 |   600/ 2323 batches | lr 10.00 | ms/batch 90.03 | loss  5.99 | ppl   400.09
INFO:run:| epoch   1 |   620/ 2323 batches | lr 10.00 | ms/batch 91.07 | loss  6.05 | ppl   422.41
INFO:run:| epoch   1 |   640/ 2323 batches | lr 10.00 | ms/batch 89.96 | loss  5.71 | ppl   301.43
INFO:run:| epoch   1 |   660/ 2323 batches | lr 10.00 | ms/batch 90.19 | loss  5.78 | ppl   325.34
INFO:run:| epoch   1 |   680/ 2323 batches | lr 10.00 | ms/batch 88.89 | loss  5.76 | ppl   316.83
INFO:run:| epoch   1 |   700/ 2323 batches | lr 10.00 | ms/batch 88.53 | loss  5.82 | ppl   336.54
INFO:run:| epoch   1 |   720/ 2323 batches | lr 10.00 | ms/batch 89.64 | loss  5.73 | ppl   307.97
INFO:run:| epoch   1 |   740/ 2323 batches | lr 10.00 | ms/batch 89.24 | loss  5.83 | ppl   340.49
INFO:run:| epoch   1 |   760/ 2323 batches | lr 10.00 | ms/batch 89.26 | loss  5.74 | ppl   311.66
INFO:run:| epoch   1 |   780/ 2323 batches | lr 10.00 | ms/batch 90.31 | loss  5.70 | ppl   299.95
INFO:run:| epoch   1 |   800/ 2323 batches | lr 10.00 | ms/batch 89.33 | loss  5.74 | ppl   310.15
INFO:run:| epoch   1 |   820/ 2323 batches | lr 10.00 | ms/batch 91.06 | loss  5.77 | ppl   321.09
INFO:run:| epoch   1 |   840/ 2323 batches | lr 10.00 | ms/batch 88.44 | loss  5.62 | ppl   274.63
INFO:run:| epoch   1 |   860/ 2323 batches | lr 10.00 | ms/batch 90.52 | loss  5.66 | ppl   288.56
INFO:run:| epoch   1 |   880/ 2323 batches | lr 10.00 | ms/batch 88.83 | loss  5.82 | ppl   337.28
INFO:run:| epoch   1 |   900/ 2323 batches | lr 10.00 | ms/batch 90.37 | loss  5.70 | ppl   299.14
INFO:run:| epoch   1 |   920/ 2323 batches | lr 10.00 | ms/batch 89.02 | loss  5.61 | ppl   274.25
INFO:run:| epoch   1 |   940/ 2323 batches | lr 10.00 | ms/batch 89.31 | loss  5.73 | ppl   308.77
INFO:run:| epoch   1 |   960/ 2323 batches | lr 10.00 | ms/batch 90.18 | loss  5.73 | ppl   308.16
INFO:run:| epoch   1 |   980/ 2323 batches | lr 10.00 | ms/batch 90.53 | loss  5.60 | ppl   270.57
INFO:run:| epoch   1 |  1000/ 2323 batches | lr 10.00 | ms/batch 89.54 | loss  5.53 | ppl   251.40
INFO:run:| epoch   1 |  1020/ 2323 batches | lr 10.00 | ms/batch 89.85 | loss  5.64 | ppl   282.54
INFO:run:| epoch   1 |  1040/ 2323 batches | lr 10.00 | ms/batch 89.95 | loss  5.80 | ppl   328.66
