INFO:run:CONFIGURATION: {
  "weight_decay": 0, 
  "nlayers": 1, 
  "clip": 0.5, 
  "emsize": 50, 
  "nhid": 50, 
  "batch_size": 20, 
  "results": "results/20170329-185950-04.txt", 
  "epochs": 20, 
  "logfile": "logs/20170329-185950-04.txt", 
  "seed": 1111, 
  "lr": 20, 
  "log_interval": 20, 
  "experiment_id": "20170329-185950-04", 
  "sequence_length": 20, 
  "model": "LSTM", 
  "save": "models/20170329-185950-04.pt", 
  "data": "./data/penn", 
  "momentum": 0.04
}
INFO:run:rng state: 
  87
   4
   0
 ⋮  
   0
   0
   0
[torch.ByteTensor of size 5048]

INFO:run:| epoch   1 |    20/ 2323 batches | lr 20.00 | ms/batch 104.07 | loss  8.20 | ppl  3635.67
INFO:run:| epoch   1 |    40/ 2323 batches | lr 20.00 | ms/batch 102.88 | loss  7.13 | ppl  1245.46
INFO:run:| epoch   1 |    60/ 2323 batches | lr 20.00 | ms/batch 104.65 | loss  6.84 | ppl   936.53
INFO:run:| epoch   1 |    80/ 2323 batches | lr 20.00 | ms/batch 103.28 | loss  6.79 | ppl   888.12
INFO:run:| epoch   1 |   100/ 2323 batches | lr 20.00 | ms/batch 104.48 | loss  6.58 | ppl   721.25
INFO:run:| epoch   1 |   120/ 2323 batches | lr 20.00 | ms/batch 104.32 | loss  6.36 | ppl   575.96
INFO:run:| epoch   1 |   140/ 2323 batches | lr 20.00 | ms/batch 103.52 | loss  6.34 | ppl   568.45
INFO:run:| epoch   1 |   160/ 2323 batches | lr 20.00 | ms/batch 104.23 | loss  6.20 | ppl   492.14
INFO:run:| epoch   1 |   180/ 2323 batches | lr 20.00 | ms/batch 104.64 | loss  6.05 | ppl   423.24
INFO:run:| epoch   1 |   200/ 2323 batches | lr 20.00 | ms/batch 104.03 | loss  6.15 | ppl   470.54
INFO:run:| epoch   1 |   220/ 2323 batches | lr 20.00 | ms/batch 103.61 | loss  6.04 | ppl   420.55
INFO:run:| epoch   1 |   240/ 2323 batches | lr 20.00 | ms/batch 104.11 | loss  6.07 | ppl   431.64
INFO:run:| epoch   1 |   260/ 2323 batches | lr 20.00 | ms/batch 104.16 | loss  6.08 | ppl   437.53
INFO:run:| epoch   1 |   280/ 2323 batches | lr 20.00 | ms/batch 103.58 | loss  6.01 | ppl   407.75
INFO:run:| epoch   1 |   300/ 2323 batches | lr 20.00 | ms/batch 104.64 | loss  6.06 | ppl   429.74
INFO:run:| epoch   1 |   320/ 2323 batches | lr 20.00 | ms/batch 103.44 | loss  6.01 | ppl   407.38
INFO:run:| epoch   1 |   340/ 2323 batches | lr 20.00 | ms/batch 103.56 | loss  5.93 | ppl   377.77
INFO:run:| epoch   1 |   360/ 2323 batches | lr 20.00 | ms/batch 104.54 | loss  5.83 | ppl   341.60
INFO:run:| epoch   1 |   380/ 2323 batches | lr 20.00 | ms/batch 103.43 | loss  5.89 | ppl   361.48
INFO:run:| epoch   1 |   400/ 2323 batches | lr 20.00 | ms/batch 104.19 | loss  5.84 | ppl   343.08
INFO:run:| epoch   1 |   420/ 2323 batches | lr 20.00 | ms/batch 104.17 | loss  5.75 | ppl   313.86
INFO:run:| epoch   1 |   440/ 2323 batches | lr 20.00 | ms/batch 103.21 | loss  5.81 | ppl   334.50
INFO:run:| epoch   1 |   460/ 2323 batches | lr 20.00 | ms/batch 103.93 | loss  5.84 | ppl   342.84
INFO:run:| epoch   1 |   480/ 2323 batches | lr 20.00 | ms/batch 103.01 | loss  5.87 | ppl   355.11
INFO:run:| epoch   1 |   500/ 2323 batches | lr 20.00 | ms/batch 92.28 | loss  5.76 | ppl   316.89
INFO:run:| epoch   1 |   520/ 2323 batches | lr 20.00 | ms/batch 102.47 | loss  5.68 | ppl   291.82
INFO:run:| epoch   1 |   540/ 2323 batches | lr 20.00 | ms/batch 103.16 | loss  5.63 | ppl   278.69
INFO:run:| epoch   1 |   560/ 2323 batches | lr 20.00 | ms/batch 103.19 | loss  5.47 | ppl   237.98
INFO:run:| epoch   1 |   580/ 2323 batches | lr 20.00 | ms/batch 102.32 | loss  5.62 | ppl   276.29
INFO:run:| epoch   1 |   600/ 2323 batches | lr 20.00 | ms/batch 102.42 | loss  5.83 | ppl   341.78
INFO:run:| epoch   1 |   620/ 2323 batches | lr 20.00 | ms/batch 103.13 | loss  5.89 | ppl   363.12
INFO:run:| epoch   1 |   640/ 2323 batches | lr 20.00 | ms/batch 102.78 | loss  5.49 | ppl   243.02
INFO:run:| epoch   1 |   660/ 2323 batches | lr 20.00 | ms/batch 101.36 | loss  5.60 | ppl   269.21
INFO:run:| epoch   1 |   680/ 2323 batches | lr 20.00 | ms/batch 101.59 | loss  5.57 | ppl   263.73
INFO:run:| epoch   1 |   700/ 2323 batches | lr 20.00 | ms/batch 101.41 | loss  5.65 | ppl   284.32
INFO:run:| epoch   1 |   720/ 2323 batches | lr 20.00 | ms/batch 101.32 | loss  5.52 | ppl   250.07
INFO:run:| epoch   1 |   740/ 2323 batches | lr 20.00 | ms/batch 102.85 | loss  5.64 | ppl   282.04
INFO:run:| epoch   1 |   760/ 2323 batches | lr 20.00 | ms/batch 102.61 | loss  5.57 | ppl   261.48
INFO:run:| epoch   1 |   780/ 2323 batches | lr 20.00 | ms/batch 102.40 | loss  5.52 | ppl   249.33
INFO:run:| epoch   1 |   800/ 2323 batches | lr 20.00 | ms/batch 96.26 | loss  5.56 | ppl   259.81
INFO:run:| epoch   1 |   820/ 2323 batches | lr 20.00 | ms/batch 100.75 | loss  5.61 | ppl   272.66
INFO:run:| epoch   1 |   840/ 2323 batches | lr 20.00 | ms/batch 104.78 | loss  5.44 | ppl   230.42
INFO:run:| epoch   1 |   860/ 2323 batches | lr 20.00 | ms/batch 104.06 | loss  5.50 | ppl   244.02
INFO:run:| epoch   1 |   880/ 2323 batches | lr 20.00 | ms/batch 102.67 | loss  5.69 | ppl   296.29
INFO:run:| epoch   1 |   900/ 2323 batches | lr 20.00 | ms/batch 104.33 | loss  5.56 | ppl   259.46
INFO:run:| epoch   1 |   920/ 2323 batches | lr 20.00 | ms/batch 103.63 | loss  5.45 | ppl   231.96
INFO:run:| epoch   1 |   940/ 2323 batches | lr 20.00 | ms/batch 104.47 | loss  5.57 | ppl   263.44
INFO:run:| epoch   1 |   960/ 2323 batches | lr 20.00 | ms/batch 104.24 | loss  5.57 | ppl   261.57
INFO:run:| epoch   1 |   980/ 2323 batches | lr 20.00 | ms/batch 103.59 | loss  5.43 | ppl   227.38
INFO:run:| epoch   1 |  1000/ 2323 batches | lr 20.00 | ms/batch 103.73 | loss  5.36 | ppl   212.59
