INFO:run:CONFIGURATION: {
  "weight_decay": 0, 
  "nlayers": 1, 
  "clip": 0.5, 
  "emsize": 50, 
  "nhid": 50, 
  "batch_size": 20, 
  "results": "results/20170329-185934-02.txt", 
  "epochs": 20, 
  "logfile": "logs/20170329-185934-02.txt", 
  "seed": 1111, 
  "lr": 1, 
  "log_interval": 20, 
  "experiment_id": "20170329-185934-02", 
  "sequence_length": 20, 
  "model": "LSTM", 
  "save": "models/20170329-185934-02.pt", 
  "data": "./data/penn", 
  "momentum": 0
}
INFO:run:rng state: 
  87
   4
   0
 ⋮  
   0
   0
   0
[torch.ByteTensor of size 5048]

INFO:run:| epoch   1 |    20/ 2323 batches | lr 1.00 | ms/batch 94.03 | loss  9.54 | ppl 13935.11
INFO:run:| epoch   1 |    40/ 2323 batches | lr 1.00 | ms/batch 90.77 | loss  8.84 | ppl  6927.51
INFO:run:| epoch   1 |    60/ 2323 batches | lr 1.00 | ms/batch 90.09 | loss  8.58 | ppl  5300.89
INFO:run:| epoch   1 |    80/ 2323 batches | lr 1.00 | ms/batch 90.56 | loss  8.36 | ppl  4288.05
INFO:run:| epoch   1 |   100/ 2323 batches | lr 1.00 | ms/batch 89.25 | loss  8.17 | ppl  3528.31
INFO:run:| epoch   1 |   120/ 2323 batches | lr 1.00 | ms/batch 89.77 | loss  7.97 | ppl  2892.45
INFO:run:| epoch   1 |   140/ 2323 batches | lr 1.00 | ms/batch 89.59 | loss  7.92 | ppl  2743.74
INFO:run:| epoch   1 |   160/ 2323 batches | lr 1.00 | ms/batch 89.04 | loss  7.74 | ppl  2303.67
INFO:run:| epoch   1 |   180/ 2323 batches | lr 1.00 | ms/batch 90.36 | loss  7.65 | ppl  2094.89
INFO:run:| epoch   1 |   200/ 2323 batches | lr 1.00 | ms/batch 90.66 | loss  7.62 | ppl  2047.06
INFO:run:| epoch   1 |   220/ 2323 batches | lr 1.00 | ms/batch 89.82 | loss  7.58 | ppl  1960.55
INFO:run:| epoch   1 |   240/ 2323 batches | lr 1.00 | ms/batch 89.81 | loss  7.51 | ppl  1827.23
INFO:run:| epoch   1 |   260/ 2323 batches | lr 1.00 | ms/batch 90.44 | loss  7.44 | ppl  1700.92
INFO:run:| epoch   1 |   280/ 2323 batches | lr 1.00 | ms/batch 90.63 | loss  7.43 | ppl  1684.27
INFO:run:| epoch   1 |   300/ 2323 batches | lr 1.00 | ms/batch 89.55 | loss  7.44 | ppl  1698.44
INFO:run:| epoch   1 |   320/ 2323 batches | lr 1.00 | ms/batch 90.03 | loss  7.39 | ppl  1621.46
INFO:run:| epoch   1 |   340/ 2323 batches | lr 1.00 | ms/batch 89.58 | loss  7.33 | ppl  1525.01
INFO:run:| epoch   1 |   360/ 2323 batches | lr 1.00 | ms/batch 89.90 | loss  7.30 | ppl  1478.04
INFO:run:| epoch   1 |   380/ 2323 batches | lr 1.00 | ms/batch 89.91 | loss  7.34 | ppl  1542.66
INFO:run:| epoch   1 |   400/ 2323 batches | lr 1.00 | ms/batch 90.07 | loss  7.29 | ppl  1472.52
INFO:run:| epoch   1 |   420/ 2323 batches | lr 1.00 | ms/batch 89.45 | loss  7.29 | ppl  1469.32
INFO:run:| epoch   1 |   440/ 2323 batches | lr 1.00 | ms/batch 90.06 | loss  7.32 | ppl  1515.61
INFO:run:| epoch   1 |   460/ 2323 batches | lr 1.00 | ms/batch 89.53 | loss  7.31 | ppl  1502.38
INFO:run:| epoch   1 |   480/ 2323 batches | lr 1.00 | ms/batch 90.08 | loss  7.30 | ppl  1476.32
INFO:run:| epoch   1 |   500/ 2323 batches | lr 1.00 | ms/batch 90.11 | loss  7.25 | ppl  1414.80
INFO:run:| epoch   1 |   520/ 2323 batches | lr 1.00 | ms/batch 89.49 | loss  7.16 | ppl  1288.81
INFO:run:| epoch   1 |   540/ 2323 batches | lr 1.00 | ms/batch 90.65 | loss  7.12 | ppl  1233.60
INFO:run:| epoch   1 |   560/ 2323 batches | lr 1.00 | ms/batch 89.93 | loss  7.01 | ppl  1103.75
INFO:run:| epoch   1 |   580/ 2323 batches | lr 1.00 | ms/batch 89.81 | loss  7.08 | ppl  1193.75
INFO:run:| epoch   1 |   600/ 2323 batches | lr 1.00 | ms/batch 89.96 | loss  7.14 | ppl  1258.15
INFO:run:| epoch   1 |   620/ 2323 batches | lr 1.00 | ms/batch 90.99 | loss  7.21 | ppl  1358.94
INFO:run:| epoch   1 |   640/ 2323 batches | lr 1.00 | ms/batch 90.31 | loss  7.06 | ppl  1169.27
INFO:run:| epoch   1 |   660/ 2323 batches | lr 1.00 | ms/batch 90.14 | loss  7.11 | ppl  1230.12
INFO:run:| epoch   1 |   680/ 2323 batches | lr 1.00 | ms/batch 89.95 | loss  6.97 | ppl  1060.47
INFO:run:| epoch   1 |   700/ 2323 batches | lr 1.00 | ms/batch 90.66 | loss  6.91 | ppl  1005.53
INFO:run:| epoch   1 |   720/ 2323 batches | lr 1.00 | ms/batch 90.61 | loss  6.87 | ppl   960.35
INFO:run:| epoch   1 |   740/ 2323 batches | lr 1.00 | ms/batch 90.63 | loss  6.80 | ppl   895.73
INFO:run:| epoch   1 |   760/ 2323 batches | lr 1.00 | ms/batch 90.46 | loss  6.70 | ppl   813.28
INFO:run:| epoch   1 |   780/ 2323 batches | lr 1.00 | ms/batch 90.80 | loss  6.69 | ppl   805.37
INFO:run:| epoch   1 |   800/ 2323 batches | lr 1.00 | ms/batch 90.30 | loss  6.66 | ppl   777.61
INFO:run:| epoch   1 |   820/ 2323 batches | lr 1.00 | ms/batch 90.17 | loss  6.68 | ppl   797.34
INFO:run:| epoch   1 |   840/ 2323 batches | lr 1.00 | ms/batch 90.42 | loss  6.56 | ppl   709.04
INFO:run:| epoch   1 |   860/ 2323 batches | lr 1.00 | ms/batch 90.00 | loss  6.55 | ppl   698.36
INFO:run:| epoch   1 |   880/ 2323 batches | lr 1.00 | ms/batch 90.34 | loss  6.65 | ppl   769.29
INFO:run:| epoch   1 |   900/ 2323 batches | lr 1.00 | ms/batch 89.90 | loss  6.60 | ppl   733.20
INFO:run:| epoch   1 |   920/ 2323 batches | lr 1.00 | ms/batch 89.63 | loss  6.57 | ppl   714.23
INFO:run:| epoch   1 |   940/ 2323 batches | lr 1.00 | ms/batch 90.04 | loss  6.62 | ppl   753.16
INFO:run:| epoch   1 |   960/ 2323 batches | lr 1.00 | ms/batch 89.75 | loss  6.63 | ppl   755.32
INFO:run:| epoch   1 |   980/ 2323 batches | lr 1.00 | ms/batch 89.50 | loss  6.54 | ppl   688.99
INFO:run:| epoch   1 |  1000/ 2323 batches | lr 1.00 | ms/batch 89.93 | loss  6.48 | ppl   652.92
INFO:run:| epoch   1 |  1020/ 2323 batches | lr 1.00 | ms/batch 89.92 | loss  6.55 | ppl   702.33
INFO:run:| epoch   1 |  1040/ 2323 batches | lr 1.00 | ms/batch 90.83 | loss  6.65 | ppl   769.55
INFO:run:| epoch   1 |  1060/ 2323 batches | lr 1.00 | ms/batch 89.44 | loss  6.64 | ppl   766.81
INFO:run:| epoch   1 |  1080/ 2323 batches | lr 1.00 | ms/batch 91.08 | loss  6.58 | ppl   722.26
INFO:run:| epoch   1 |  1100/ 2323 batches | lr 1.00 | ms/batch 90.34 | loss  6.49 | ppl   655.55
INFO:run:| epoch   1 |  1120/ 2323 batches | lr 1.00 | ms/batch 89.01 | loss  6.51 | ppl   674.92
